Name,NetWorth,Country,Source,Rank,Age,Industry,Continent
Marie-H̩l̬ne Habert,$7.3 B,France,diversified,344,56,Diversified,Europe
Henry Kravis,$7.3 B,United States,private equity,344,77,Finance & Investments,North America
Lai Meisong,$7.3 B,China,package delivery,344,50,Logistics,Asia
Sandra Ortega Mera,$7.3 B,Spain,Zara,344,52,Fashion & Retail,Europe
Pham Nhat Vuong,$7.3 B,Vietnam,diversified,344,52,Diversified,Asia
David Shaw,$7.3 B,United States,hedge funds,344,70,Finance & Investments,North America
Rocco Commisso,$7.2 B,United States,telecom,352,71,Telecom,North America
Michael Kadoorie,$7.2 B,Hong Kong,"hotels, energy",352,79,Energy,North America
Bernard Marcus,$7.2 B,United States,Home Depot,352,91,Fashion & Retail,Asia
Manuel Villar,$7.2 B,Philippines,real estate,352,71,Real Estate,Asia
Christy Walton,$7.2 B,United States,Walmart,352,72,Fashion & Retail,North America
Wang Zhenhua,$7.2 B,China,real estate,352,59,Real Estate,Asia
Carl Bennet,$7.1 B,Sweden,investments,358,69,Finance & Investments,Europe
Rahel Blocher,$7.1 B,Switzerland,chemicals,358,45,Manufacturing,Europe
Johann Graf,$7.1 B,Austria,gambling,358,74,Gambling & Casinos,Europe
Ralph Lauren,$7.1 B,United States,apparel,358,81,Fashion & Retail,North America
Li Hua,$7.1 B,China,financial services,358,43,Finance & Investments,Asia
Magdalena Martullo-Blocher,$7.1 B,Switzerland,chemicals,358,52,Manufacturing,Europe
Stewart and Lynda Resnick,$7.1 B,United States,"agriculture, water",358,N/A,Food & Beverage,North America
Johann Rupert & family,$7.1 B,South Africa,luxury goods,358,70,Fashion & Retail,Africa
Safra siblings,$7.1 B,Brazil,banking,358,N/A,Finance & Investments,South America
Anthony Wood,$7.1 B,United States,Roku,358,55,Technology,North America
Gang Ye,$7.1 B,Singapore,gaming,358,40,Media & Entertainment,Asia
Igor Altushkin,$7 B,Russia,metals,369,50,Metals & Mining,Europe and Asia
Bajaj brothers,$7 B,India,diversified,369,N/A,Diversified,Asia
Juan Francisco Beckmann Vidal & family,$7 B,Mexico,tequila,369,81,Food & Beverage,North America
Alexandre Behring,$7 B,Brazil,investments,369,54,Finance & Investments,South America
Vincent Bollor̩ & family,$7 B,France,investments,369,69,Finance & Investments,Europe
Gustaf Douglas,$7 B,Sweden,investments,369,83,Diversified,Europe
Terry Gou,$7 B,Taiwan,electronics,369,70,Technology,Asia
"Paul Tudor Jones, II.",$7 B,United States,hedge funds,369,66,Finance & Investments,North America
Richard Kinder,$7 B,United States,pipelines,369,76,Energy,North America
Ludwig Merckle,$7 B,Germany,pharmaceuticals,369,56,Finance & Investments,Europe
Stephen Ross,$7 B,United States,real estate,369,80,Real Estate,North America
Eli Broad,$6.9 B,United States,investments,380,87,Finance & Investments,North America
Jim Davis & family,$6.9 B,United States,New Balance,380,77,Manufacturing,North America
Guo Guangchang,$6.9 B,China,conglomerate,380,54,Diversified,Asia
Robert Kraft,$6.9 B,United States,New England Patriots,380,79,Sports,North America
Murali Divi & family,$6.8 B,India,pharmaceuticals,384,70,Healthcare,Asia
Huang Chulong,$6.8 B,Canada,real estate,384,62,Real Estate,North America
Li Jianquan & family,$6.8 B,Hong Kong,consumer products,384,64,Healthcare,Asia
Shi Yonghong & family,$6.8 B,China,restaurants,384,52,Food & Beverage,Asia
Wee Cho Yaw,$6.8 B,Singapore,banking,384,92,Finance & Investments,Asia
Erich Wesjohann & family,$6.8 B,Germany,poultry genetics,384,75,Food & Beverage,Europe
Aloys Wobben,$6.8 B,Germany,wind turbines,384,69,Energy,Europe
Micky Arison,$6.7 B,United States,Carnival Cruises,391,71,Service,North America
Jean-Michel Besnier,$6.7 B,France,cheese,391,53,Food & Beverage,Europe
Marie Besnier Beauvalot,$6.7 B,France,cheese,391,40,Food & Beverage,Europe
Kwon Hyuk-bin,$6.7 B,South Korea,online games,391,47,Technology,Asia
Li Haiyan,$6.7 B,China,restaurants,391,N/A,Food & Beverage,Asia
Fredrik Lundberg,$6.7 B,Sweden,"real estate, investments",391,69,Real Estate,Europe
Hiroshi Mikitani,$6.7 B,Japan,online retail,391,56,Fashion & Retail,Asia
Dmitry Rybolovlev,$6.7 B,Russia,fertilizer,391,54,Manufacturing,Europe and Asia
Reinhold Schmieding,$6.7 B,United States,medical devices,391,66,Healthcare,North America
Francis Choi,$6.6 B,Hong Kong,real estate,400,73,Real Estate,Asia
Bruce Kovner,$6.6 B,United States,hedge funds,400,76,Finance & Investments,North America
Wang Wenjing,$6.6 B,China,business software,400,56,Technology,Asia
Zeng Fangqin,$6.6 B,China,smartphone components,400,55,Technology,Asia
Brian Armstrong,$6.5 B,United States,cryptocurrency,404,38,Finance & Investments,North America
Chu Mang Yee & family,$6.5 B,China,real estate,404,61,Real Estate,Asia
Denise Coates,$6.5 B,United Kingdom,online gambling,404,53,Gambling & Casinos,Europe
Gopikishan Damani,$6.5 B,India,"retail, investments",404,63,Fashion & Retail,Asia
James Goodnight,$6.5 B,United States,software,404,78,Technology,North America
Antti Herlin,$6.5 B,Finland,"elevators, escalators",404,64,Manufacturing,Europe
Liu Yongxing,$6.5 B,China,diversified,404,72,Service,Asia
Sri Prakash Lohia,$6.5 B,Indonesia,petrochemicals,404,68,Manufacturing,Asia
John Overdeck,$6.5 B,United States,hedge funds,404,51,Finance & Investments,North America
Prajogo Pangestu,$6.5 B,Indonesia,petrochemicals,404,76,Diversified,Asia
Horst Julius Pudwill,$6.5 B,Germany,manufacturing,404,76,Manufacturing,Europe
David Siegel,$6.5 B,United States,hedge funds,404,59,Finance & Investments,North America
Ronda Stryker,$6.5 B,United States,medical equipment,404,66,Healthcare,North America
Georg Stumpf,$6.5 B,Austria,"real estate, construction",404,48,Diversified,Europe
Pauline MacMillan Keinath,$6.4 B,United States,Cargill,418,87,Food & Beverage,North America
Wang Yusuo & family,$6.4 B,China,natural gas distribution,418,57,Energy,Asia
Dennis Washington,$6.4 B,United States,"construction, mining",418,86,Logistics,North America
Rahul Bajaj,$6.3 B,India,diversified,421,82,Diversified,Asia
Ashwin Dani & family,$6.3 B,India,paints,421,78,Manufacturing,Asia
Andreas Halvorsen,$6.3 B,Norway,hedge funds,421,59,Finance & Investments,Europe
Andrei Kozitsyn,$6.3 B,Russia,metals,421,60,Metals & Mining,Europe and Asia
Axel Oberwelland,$6.3 B,Germany,candy,421,54,Food & Beverage,Europe
Shi Yuzhu,$6.3 B,China,"online games, investments",421,58,Diversified,Asia
Tsai Eng-meng,$6.3 B,Taiwan,"food, beverages",421,64,Food & Beverage,Asia
Murat Ulker,$6.3 B,Turkey,food,421,62,Food & Beverage,Europe and Asia
Wang Junlin,$6.3 B,China,liquor,421,58,Food & Beverage,Asia
Wang Ning & family,$6.3 B,China,toys,421,34,Media & Entertainment,Asia
You Xiaoping,$6.3 B,China,"chemicals, spandex",421,63,Manufacturing,Asia
Arthur Blank,$6.2 B,United States,Home Depot,432,78,Sports,North America
James Chambers,$6.2 B,United States,"media, automotive",432,63,Media & Entertainment,North America
Jiang Bin,$6.2 B,China,acoustic components,432,54,Technology,Asia
Jason Jiang,$6.2 B,China,advertising,432,48,Media & Entertainment,Asia
Mitchell Rales,$6.2 B,United States,"manufacturing, investments",432,64,Manufacturing,North America
Katharine Rayner,$6.2 B,United States,"media, automotive",432,76,Media & Entertainment,North America
Margaretta Taylor,$6.2 B,United States,"media, automotive",432,78,Media & Entertainment,North America
Stef Wertheimer & family,$6.2 B,Israel,metalworking tools,432,94,Manufacturing,Asia
Mike Adenuga,$6.1 B,Nigeria,"telecom, oil",440,67,Diversified,Africa
Charles Dolan & family,$6.1 B,United States,cable television,440,94,Media & Entertainment,North America
Marcos Galperin,$6.1 B,Argentina,e-commerce,440,N/A,Technology,South America
Huang Li,$6.1 B,China,imaging systems,440,57,Technology,Asia
Law Kar Po,$6.1 B,Hong Kong,real estate,440,72,Real Estate,Asia
Li Wa,$6.1 B,Hong Kong,real estate,440,55,Real Estate,Asia
Idan Ofer,$6.1 B,Israel,"drilling, shipping",440,65,Diversified,Asia
Qian Dongqi & family,$6.1 B,China,household appliances,440,63,Manufacturing,Asia
Odd Reitan & family,$6.1 B,Norway,"retail, real estate",440,69,Fashion & Retail,Europe
Henry Samueli,$6.1 B,United States,semiconductors,440,66,Technology,North America
Les Wexner & family,$6.1 B,United States,retail,440,83,Fashion & Retail,North America
Dannine Avara,$6 B,United States,pipelines,451,57,Energy,North America
Juergen Blickle,$6 B,Germany,auto parts,451,74,Manufacturing,Europe
Robert Brockman,$6 B,United States,Software,451,79,Technology,North America
Mong-Koo Chung,$6 B,South Korea,Hyundai,451,83,Automotive,Asia
Dulce Pugliese de Godoy Bueno,$6 B,Brazil,"hospitals, health care",451,73,Healthcare,South America
Daniel Dines,$6 B,Romania,software,451,49,Technology,Europe
Scott Duncan,$6 B,United States,pipelines,451,38,Energy,North America
Judy Faulkner,$6 B,United States,health IT,451,77,Technology,North America
Guenther Fielmann & family,$6 B,Germany,optometry,451,81,Healthcare,Europe
Milane Frantz,$6 B,United States,pipelines,451,51,Energy,North America
Frits Goldschmeding,$6 B,Netherlands,temp agency,451,87,Service,Europe
Andrei Guriev & family,$6 B,Russia,fertilizers,451,61,Manufacturing,Europe and Asia
Jane Lauder,$6 B,United States,Est̩e Lauder,451,48,Fashion & Retail,North America
Martin Lorentzon,$6 B,Sweden,Spotify,451,52,Technology,Europe
Isaac Perlmutter,$6 B,United States,Marvel comics,451,78,Media & Entertainment,North America
Jeff Skoll,$6 B,United States,eBay,451,56,Technology,North America
Robert F. Smith,$6 B,United States,private equity,451,58,Finance & Investments,North America
John A. Sobrato & family,$6 B,United States,real estate,451,81,Real Estate,North America
Ronald Wanek,$6 B,United States,furniture,451,79,Manufacturing,North America
Randa Duncan Williams,$6 B,United States,pipelines,451,59,Energy,North America
Hansjoerg Wyss,$6 B,Switzerland,medical devices,451,86,Healthcare,Europe
Chen Fashu,$5.9 B,China,investments,472,60,Finance & Investments,Asia
Chen Rui,$5.9 B,China,online entertainment,472,43,Media & Entertainment,Asia
Christopher Hohn,$5.9 B,United Kingdom,hedge funds,472,54,Finance & Investments,Europe
Lin Jianhua & family,$5.9 B,China,solar panel components,472,58,Manufacturing,Asia
Maria Asuncion Aramburuzabala & family,$5.8 B,Mexico,"beer, investments",476,57,Food & Beverage,North America
Chan Laiwa & family,$5.8 B,China,real estate,476,80,Real Estate,Asia
George Kaiser,$5.8 B,United States,"oil & gas, banking",476,78,Energy,North America
Ananda Krishnan,$5.8 B,Malaysia,"telecoms, media, oil-services",476,83,Telecom,Asia
Douglas Leone,$5.8 B,United States,venture capital,476,63,Finance & Investments,North America
Li Chunan,$5.8 B,China,renewable energy,476,52,Manufacturing,Asia
Li Ping,$5.8 B,Hong Kong,batteries,476,53,Automotive,Asia
William Li,$5.8 B,China,electric vehicles,476,46,Automotive,Asia
Augusto & Giorgio Perfetti,$5.8 B,Italy,candy,476,N/A,Food & Beverage,Europe
Meg Whitman,$5.8 B,United States,eBay,476,64,Technology,North America
Neil Bluhm,$5.7 B,United States,real estate,486,83,Real Estate,North America
Andrew Currie,$5.7 B,United Kingdom,chemicals,486,65,Manufacturing,Europe
Tom Gores,$5.7 B,United States,private equity,486,56,Finance & Investments,North America
Michel Leclercq & family,$5.7 B,France,sporting goods,486,81,Fashion & Retail,Europe
Michael Moritz,$5.7 B,United States,venture capital,486,66,Technology,North America
Nicolas Puech,$5.7 B,France,Hermes,486,78,Fashion & Retail,Europe
John Reece,$5.7 B,United Kingdom,chemicals,486,64,Manufacturing,Europe
Emanuele (Lino) Saputo & family,$5.7 B,Canada,cheese,486,84,Food & Beverage,North America
Fred Smith,$5.7 B,United States,FedEx,486,76,Logistics,North America
Teh Hong Piow,$5.7 B,Malaysia,banking,486,91,Finance & Investments,Asia
Rene Benko,$5.6 B,Austria,"real estate, retail",496,44,Real Estate,Europe
Jack Dangermond,$5.6 B,United States,mapping software,496,75,Technology,North America
Stanley Druckenmiller,$5.6 B,United States,hedge funds,496,67,Finance & Investments,North America
Tamara Gustavson,$5.6 B,United States,self storage,496,59,Service,North America
Jian Jun,$5.6 B,China,biomedical products,496,57,Healthcare,Asia
Kwee brothers,$5.6 B,Singapore,Real Estate,496,N/A,Real Estate,Asia
Clive Calder,$5.5 B,United Kingdom,record label,502,74,Media & Entertainment,Europe
Hasmukh Chudgar & family,$5.5 B,India,pharmaceuticals,502,87,Healthcare,Asia
Dagmar Dolby & family,$5.5 B,United States,Dolby Laboratories,502,79,Technology,North America
Dong Wei,$5.5 B,China,pharmaceuticals,502,50,Healthcare,Asia
Ken Fisher,$5.5 B,United States,money management,502,70,Finance & Investments,North America
Ivan Glasenberg,$5.5 B,Switzerland,mining,502,64,Metals & Mining,Europe
He Xiaopeng,$5.5 B,China,electric vehicles,502,43,Automotive,Asia
Sumet Jiaravanon,$5.5 B,Thailand,diversified,502,86,Diversified,Asia
Karel Komarek,$5.5 B,Czechia,"oil and gas, IT, lotteries",502,52,Gambling & Casinos,Europe
Ronald Lauder,$5.5 B,United States,Estee Lauder,502,77,Fashion & Retail,North America
Mu Rongjun,$5.5 B,China,e-commerce,502,41,Technology,Asia
J. Christopher Reyes,$5.5 B,United States,food distribution,502,67,Food & Beverage,North America
Jude Reyes,$5.5 B,United States,food distribution,502,65,Food & Beverage,North America
Kjell Inge Rokke,$5.5 B,Norway,"shipping, seafood",502,62,Logistics,Europe
"Edward Roski, Jr.",$5.5 B,United States,real estate,502,82,Real Estate,North America
Alexandra Schoerghuber,$5.5 B,Germany,real estate,502,62,Real Estate,Europe
Shu Ping,$5.5 B,Singapore,restaurants,502,51,Food & Beverage,Asia
Christoph Zeller,$5.5 B,Liechtenstein,dental implants,502,63,Healthcare,Europe
An Kang,$5.4 B,China,pharmaceuticals,520,72,Healthcare,Asia
Rainer Blickle,$5.4 B,Germany,auto parts,520,73,Manufacturing,Europe
Jaran Chiaravanont,$5.4 B,Thailand,diversified,520,91,Diversified,Asia
Alceu Elias Feldmann,$5.4 B,Brazil,fertilizer,520,71,Energy,South America
Montri Jiaravanont,$5.4 B,Thailand,diversified,520,90,Diversified,Asia
"Henry Nicholas, III.",$5.4 B,United States,semiconductors,520,61,Technology,North America
Terrence Pegula,$5.4 B,United States,natural gas,520,70,Energy,North America
Carrie Perrodo & family,$5.4 B,France,oil,520,70,Energy,Europe
Harry Stine,$5.4 B,United States,agriculture,520,79,Food & Beverage,North America
Pyotr Aven,$5.3 B,Russia,"oil, banking, telecom",529,66,Finance & Investments,Europe and Asia
Kapil & Rahul Bhatia,$5.3 B,India,airlines,529,N/A,Service,Asia
Cao Renxian,$5.3 B,China,photovoltaic equipment,529,52,Energy,Asia
Barry Lam,$5.3 B,Taiwan,electronics,529,71,Technology,Asia
Carlos Rodriguez-Pastor,$5.3 B,Peru,finance,529,61,Finance & Investments,South America
Shen Guojun,$5.3 B,China,retail,529,58,Fashion & Retail,Asia
Luiza Helena Trajano,$5.3 B,Brazil,retail chain,529,69,Fashion & Retail,South America
Yao Zhenhua & family,$5.3 B,China,conglomerate,529,51,Diversified,Asia
Yu Yong,$5.3 B,China,mining,529,60,Finance & Investments,Asia
Sam Zell,$5.3 B,United States,"real estate, private equity",529,79,Real Estate,North America
John Brown,$5.2 B,United States,medical equipment,539,86,Healthcare,North America
Giuseppe De'Longhi & family,$5.2 B,Italy,coffee makers,539,81,Fashion & Retail,Europe
Frank Lowy,$5.2 B,Australia,shopping malls,539,90,Real Estate,Australia
Joe Mansueto,$5.2 B,United States,investment research,539,64,Finance & Investments,North America
Akio Nitori,$5.2 B,Japan,home furnishings,539,77,Fashion & Retail,Asia
Gary Rollins,$5.2 B,United States,pest control,539,76,Service,North America
Ruan Hongliang & family,$5.2 B,China,glass,539,60,Manufacturing,Asia
Teddy Sagi,$5.2 B,Israel,gambling software,539,49,Gambling & Casinos,Asia
Neil Shen,$5.2 B,China,venture capital,539,53,Finance & Investments,Asia
David Velez,$5.2 B,Colombia,fintech,539,39,Finance & Investments,South America
Wong Man Li,$5.2 B,Hong Kong,furniture,539,56,Manufacturing,Asia
Robert Bass,$5.1 B,United States,"oil, investments",550,73,Energy,North America
Pierre Chen,$5.1 B,Taiwan,electronics,550,64,Technology,Asia
Mahendra Choksi & family,$5.1 B,India,paints,550,79,Manufacturing,Asia
Gustavo Denegri,$5.1 B,Italy,biotech,550,84,Healthcare,Europe
Reed Hastings,$5.1 B,United States,Netflix,550,60,Media & Entertainment,North America
Michael Herz,$5.1 B,Germany,coffee,550,77,Fashion & Retail,Europe
Wolfgang Herz,$5.1 B,Germany,coffee,550,70,Fashion & Retail,Europe
Patrick Lee,$5.1 B,Hong Kong,paper,550,79,Manufacturing,Asia
Lee Yeow Chor & Yeow Seng,$5.1 B,Malaysia,"palm oil, property",550,N/A,Food & Beverage,Asia
Theo Mueller,$5.1 B,Germany,dairy,550,81,Food & Beverage,Europe
Wu Guanjiang & family,$5.1 B,China,pharmaceuticals,550,52,Healthcare,Asia
Bernard Broermann,$5 B,Germany,hospitals,561,77,Healthcare,Europe
Jason Chang,$5 B,Singapore,electronics,561,76,Technology,Asia
Joshua Harris,$5 B,United States,private equity,561,56,Finance & Investments,North America
Vikram Lal & family,$5 B,India,motorcycles,561,79,Automotive,Asia
Lin Xiucheng & family,$5 B,China,electronics,561,65,Technology,Asia
Pankaj Patel,$5 B,India,pharmaceuticals,561,68,Healthcare,Asia
"Enrique Razon, Jr.",$5 B,Philippines,ports,561,61,Logistics,Asia
"Walter Scott, Jr. & family",$5 B,United States,"utilities, telecom",561,89,Energy,North America
Charles Simonyi,$5 B,United States,Microsoft,561,72,Technology,North America
Kate Wang,$5 B,China,e-cigarettes,561,39,Manufacturing,Asia
Daniel Ziff,$5 B,United States,investments,561,49,Finance & Investments,North America
Dirk Ziff,$5 B,United States,investments,561,57,Finance & Investments,North America
Robert Ziff,$5 B,United States,investments,561,54,Finance & Investments,North America
Stephen Bisciotti,$4.9 B,United States,"staffing, Baltimore Ravens",574,60,Sports,North America
Chen Dongsheng,$4.9 B,China,insurance,574,63,Finance & Investments,Asia
